ID,Name,Description,WriteUp,Category,Cost,IndoorOutdoor,Address,PhotoURL,Latitude,Longitude,Neighborhood,City,ZipCode,Duration,Hours,Phone,Website,Instagram,Email,ParkingInfo,PublicTransit,Tags,KidFriendly,PetFriendly,Accessibility,WeatherPreferences,RainOk,IdealTempMin,IdealTempMax,WindSensitive,RequiresGoodVisibility,WeatherBoost,TidePreference,TideCritical,Tips,BestTimeToVisit,BestFeature,WhatToBring,StaffPick,Featured,Priority,Sponsored,Rating,ReviewCount,MetaDescription,Keywords,Slug,Status,Source,Difficulty,AgeRestriction,GroupSize,ReservationRequired,SeasonalAvailability
henry-cowell-redwoods-state-park,Henry Cowell Redwoods State Park,Henry Cowell Redwoods State Park in Santa Cruz. Hiking activity perfect for sunny weather.,,Hiking,0,Outdoor,"101 N Big Trees Park Rd, Felton, CA 95018, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2dp6Jxx0EtEVI_aSwL8rSKisaTOBMcLqeclAgoG_9ijMe8bLnD8EM3yXiG62jHTfoPTbr6nRDJmzRZr-8pjaIJPUkYwtn0EXhiERo4PnuLzOO0LzGFS8Nuqn_z57qcgy7IBUSvSYnvSrQjXl9r7fM6fY_1xF8hfXgs_FnwMkKjOVEE4BoD8-PKgGxJFRlFDeQvyQW6SGmajbIiU0UK3OVwgIe4lnnMZghvE61tnK7kblm3KkaK-huuB-FLAfyJdJTW4-_P9lwD_Rw815tLBy3_NoFV0KGbTbJrr68GsUbm6eObNsl_Rom50JIjnjHMPpnvn_Q-HWmpxjQxVYSDvAO39ue5j0_r1JNyD4btwuKWN8oEkoohPsF4ZYwHg2EyDIDfFi2l3RBoty-VicpxO8iaddmTbRKjg8p_raElyKavLOax3uFp8U6lbLClmnstT&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,37.0402063,-122.0646118,,Santa Cruz,,1-3 hours,,(831) 335-4598,http://www.parks.ca.gov/?page_id=546,,,,,"hiking,nature,outdoor,exercise,scenic",true,true,,"sunny,partly-cloudy,cloudy,cool",false,50,75,false,false,1,,false,,,,,false,false,,false,4.8,7823,,"hiking, nature, outdoor, exercise, scenic",henry-cowell-redwoods-state-park,Published,Google Places,,,,false,year-round
delaveaga-park,DeLaveaga Park,DeLaveaga Park in Santa Cruz. Hiking activity perfect for sunny weather.,,Hiking,0,Outdoor,"855 Branciforte Dr, Santa Cruz, CA 95065, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2dSaW-2mS56g-XuBG2zvpraLakzbpLfRk_wDLCBpEG0WAFkpwdOHNYof_vkcaFA6Ly-c-hxKbX97zNKr6eRcRI95HkIy3PgMqmx-6ZZ8BpTC9EKsNLy_rHssrdei1QzgdAIVEaTtFjiQFV5TBC9-xaLLGOz423_TQYMNBJiDv4J3CPHv7ReevZAa36axcuSI33jIz1oAC70NBnHWTXmAhiguMk-XrSiLvWAl7j_VfHCEdP3VytCENx_9K2hIIkQtmFMy2Pt4e59SV3mmjScl0VrGClGUomcfhhefR5a64XTH2myk6FlICBmhsFLBbOLnfWraxqbmetilteG2cHpcpvAQ3SNgUuPQiz7ixDgvCKJ1SYrXaLwRLTIJBAcPN4sZoXiT0tHabdtKV79aBP7AUzcF3LD4ZBMRSKbzZTq4q_itg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9988873,-122.0046069,,Santa Cruz,,1-3 hours,Monday: 8:00 AM – 7:30 PM; Tuesday: 8:00 AM – 7:30 PM; Wednesday: 8:00 AM – 7:30 PM; Thursday: 8:00 AM – 7:30 PM; Friday: 8:00 AM – 7:30 PM; Saturday: 8:00 AM – 7:30 PM; Sunday: 8:00 AM – 7:30 PM,(831) 420-5270,http://www.cityofsantacruz.com/government/city-departments/parks-recreation/parks-beaches-open-spaces/parks/delaveaga-park,,,,,"hiking,nature,outdoor,exercise,scenic",true,true,,"sunny,partly-cloudy,cloudy,cool",false,50,75,false,false,1,,false,,,,,false,false,,false,4.6,1108,,"hiking, nature, outdoor, exercise, scenic",delaveaga-park,Published,Google Places,,,,false,year-round
santa-cruz-museum-of-art-history,Santa Cruz Museum of Art & History,Santa Cruz Museum of Art & History in Santa Cruz. Museum activity perfect for rainy weather.,,Museum,10,Indoor,"705 Front St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2ezGhqNP1mgI0ChoLKQPDwvWv3n0-nYPNyNOMYiMfYCRwUSPn48gAfSl4TyizCrFZE70oZEp8cPoRvxmlfagh7Fe8dT47-dZdqhRuiNCEn3zivkM3C1Fm0-FfdFG1T5WnU6-h5DH9fSvrtTS4DHeB9mPHFCj7S4ga4zLukeiwn1WPe4tUcAGm8b5Z7Bl6b0aptCD8Fn8JEM587HcxK_7WK6qYiIwh1wYIrOTd5CUR6pI40X4XiLPPZbB3JEvdJ-rW8nUgUSlAuz6GAqgUwLqt0Cgy2J5ZzvHxDKa0oZszu5GLrDQWhR0SSWQKMF_Sgz6NqDjZNqYVkZ1QLNN2hbYLCilhHI3DY9E0jwhq3-ddrCwT7udrIYSlY4uxEYXXNvvAH4QyuBvzsTTGSSHPg8GSg8eFZDsDs46pScUY1rsaKLYnE&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9745675,-122.0253376,,Santa Cruz,,1-2 hours,Monday: 9:00 AM – 1:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 8:00 PM; Saturday: 12:00 – 6:00 PM; Sunday: 12:00 – 6:00 PM,(831) 429-1964,http://www.santacruzmah.org/,,,,,"museum,indoor,educational,family,art,culture",true,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,4.5,307,,"museum, indoor, educational, family, art, culture",santa-cruz-museum-of-art-history,Published,Google Places,,,,false,year-round
santa-cruz-museum-of-natural-history,Santa Cruz Museum of Natural History,Santa Cruz Museum of Natural History in Santa Cruz. Museum activity perfect for rainy weather.,,Museum,10,Indoor,"1305 E Cliff Dr, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2dCjBjiBG40Nm51T4UlumVv1ZeTqu7FNs3JLPx5kJuxwjxSfk-JayScSeEVHqTHKA56qyt22ywNUrnrMZHA9hwCUSaiRUaMaqu16wDASABPQgi6-JcwXeNelxCrugfbem2gRHDV_dEEjDjK3qzKc0W89SYxBEd0uNatyhQHiqRDhmJRuAhBN336i8EiiT157YM9fHPy42mv0urp2cT7uD4uggqTCR56coEudph9JwJk6pL80XtykrMTsDtePILIPku4hkzK35v-F369EchIcebRLnmPYkJp5WxDyYBJUmQ0vg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.964563,-122.009605,,Santa Cruz,,1-2 hours,Monday: Closed; Tuesday: 11:00 AM – 4:00 PM; Wednesday: 11:00 AM – 4:00 PM; Thursday: 11:00 AM – 4:00 PM; Friday: 11:00 AM – 4:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,(831) 420-6115,http://www.santacruzmuseum.org/,,,,,"museum,indoor,educational,family,art,culture",true,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,4.7,320,,"museum, indoor, educational, family, art, culture",santa-cruz-museum-of-natural-history,Published,Google Places,,,,false,year-round
santa-cruz-surfing-museum,Santa Cruz Surfing Museum,Santa Cruz Surfing Museum in Santa Cruz. Museum activity perfect for rainy weather.,,Museum,10,Indoor,"701 W Cliff Dr, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cwM5WXVLg2HvFbAT6uDpEUdbfjoXK8Uj2JzJ592fi0_89481tJiOA-FWjOt3DMqT60h0eu5Bef3NuFRWeinXaT4ZCeS9eCGJLmaC07rhIt-WaqcxBIKyZfd5clWkQW4GE2_btL_St1XhHGHFspGn8a69uxCfd6WrAtTjn5KMkIgO_2hP6E9SoNNU4dOInjrXYf2acUFhWZHuoGkafmI0KBDlJY6833G0xqJuHgoXHtg_VpDR4V6B9m8SYh_0iPaPMrdh7CKeKUYVtP4yStZUNrzni_3l171-2hZBlOpGyz05eRLbhG3JJoKmGoKWn8_OFVUfrMoljueo_w5OHROCo5L-wVSstYPc5ohl4e0Gi-yvgdIitGW6_ImDcee-OqcByLi1VA3aUJUA1hNh10c2RVxcFjnnvkzM9IIImKDyikNbbN&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9514667,-122.026725,,Santa Cruz,,1-2 hours,Monday: 12:00 – 4:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: 12:00 – 4:00 PM; Friday: 12:00 – 4:00 PM; Saturday: 12:00 – 4:00 PM; Sunday: 12:00 – 4:00 PM,(831) 420-6289,http://www.cityofsantacruz.com/government/city-departments/parks-recreation/facilities/surfing-museum,,,,,"museum,indoor,educational,family,art,culture",true,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,4.6,383,,"museum, indoor, educational, family, art, culture",santa-cruz-surfing-museum,Published,Google Places,,,,false,year-round
the-mystery-spot,The Mystery Spot,The Mystery Spot in Santa Cruz. Attraction activity perfect for sunny weather.,,Attraction,25,Mixed,"465 Mystery Spot Rd, Santa Cruz, CA 95065, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2epeqm_6TXZW2Eyj9SfRCU49jh7oapNp1O7tkAWv0fc0M4aLNzQlyDdTll7hN_eRfiF3tNM-oX5z4lypP-LhkPGaHol3cc9jHq1NQXgITaNmzGh-_CY80HFJ0hpApf4qmkVnW0kJlGOSv0J9uBgbev9LVTwIdQeoFxMAgEtrZI4V4yfhvx-j4uYTW40fYOy9pa0uZ-k2BbRnDhJcYbVRra02WuZqISg7QZLqcwWZunqFkFTCjqmcJ2X0cp8aILuKEm1-ZDcYyaAj7PWlL8_GibbcRIS45TDPMBn4ZPOJGwngd30oT_lkJ39SWBUsBV4vZfqq5V6KmgzUeKMizd4eet76Zqo9Vd2mY0qALLSDRIeOX6lw2532O4aUOjjYeGjfcqaI-PW02IFqtWmGuueFpItW2_1VoPF2MqhUhIresW1A9gZ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,37.0172306,-122.0029284,,Santa Cruz,,2-3 hours,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,(831) 423-8897,https://www.mysteryspot.com/,,,,,"attraction,tourist,family,fun",true,false,,"sunny,partly-cloudy",false,55,80,false,true,1,,false,,,,,false,false,,false,4.5,8392,,"attraction, tourist, family, fun",the-mystery-spot,Published,Google Places,,,,false,year-round
santa-cruz-beach-boardwalk,Santa Cruz Beach Boardwalk,Santa Cruz Beach Boardwalk in Santa Cruz. Attraction activity perfect for sunny weather.,,Attraction,25,Mixed,"400 Beach St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2f8hnKx6T301fzstq8qZt7ySEeY76X8SwWCyrNthXjipGBIQk7ULvpppuSu1fN2VJwCcjxjeSZWYGs3A-0b3oHkYYR1GYcLTnZ4N23Iast-THwwzeQFaxiPt3_017vnGIx_43_qQOMvOsqduSDf9McCOQNID7oITlQREoQ3y7MPc_5QK-PBFRN2UIGsmEIYW1Rmxsk0WA512NIfJOodIjb60DYa4fHk4AYZmy3-H9tqI9UGF_lzxXdC337GNLumJulae-v7MnVjBnQYt86fVxBoL5x6CjD13V8s-2e6JFEWgQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9645218,-122.0166672,,Santa Cruz,,2-3 hours,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 11:00 AM – 8:00 PM; Sunday: 12:00 – 7:00 PM,(831) 423-5590,https://beachboardwalk.com/,,,,,"attraction,tourist,family,fun",true,false,,"sunny,partly-cloudy",false,55,80,false,true,1,,false,,,,,false,false,,false,4.6,48477,,"attraction, tourist, family, fun",santa-cruz-beach-boardwalk,Published,Google Places,,,,false,year-round
santa-cruz-wharf,Santa Cruz Wharf,Santa Cruz Wharf in Santa Cruz. Attraction activity perfect for sunny weather.,,Attraction,25,Mixed,"21 Municipal Wharf, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fx9NQ1fIvCOAGVKjMwAjFrQfEy2MvRSUU3o_nEodWrnc7fWI8wCEw1ZkYhG7YSe9dstXG_0AQ-Htbn5ia4EN25O1p98kQQuPjDMdfTBrsJdBP57pRsaEZD8PHaraaLzmFpQ89jxGLZF-zl_m0iF2cQ2CMWje5u5lDL90ynP_ryX_-LsHuQCGRmXNIGSZlL-vM6XXTRNIui8aK9Xa4gh12byDYuidapjn-Pwuw5OKXwk8r8jvma71kfLmMo1SIEBAzgnc9HwUSvhOwfrG1ESIAYw2lrdHJ_PQqZfn4WjGkpHQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9625858,-122.02355,,Santa Cruz,,2-3 hours,Monday: 5:00 AM – 2:00 AM; Tuesday: 5:00 AM – 2:00 AM; Wednesday: 5:00 AM – 2:00 AM; Thursday: 5:00 AM – 2:00 AM; Friday: 5:00 AM – 2:00 AM; Saturday: 5:00 AM – 2:00 AM; Sunday: 5:00 AM – 2:00 AM,(831) 420-5726,http://www.cityofsantacruz.com/government/city-departments/parks-recreation/facilities/santa-cruz-wharf,,,,,"attraction,tourist,family,fun",true,false,,"sunny,partly-cloudy",false,55,80,false,true,1,,false,,,,,false,false,,false,4.6,15239,,"attraction, tourist, family, fun",santa-cruz-wharf,Published,Google Places,,,,false,year-round
giggles-n-wiggles-bouncer-arcades-family-entertain,"Giggles-N-Wiggles Bouncer, Arcades family entertainment center","Giggles-N-Wiggles Bouncer, Arcades family entertainment center in Santa Cruz. Indoor Activity activity perfect for rainy weather.",,Indoor Activity,20,Indoor,"1855 41st, Capitola Rd Suite F12, Capitola, CA 95010, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2d1XcpWrwLb-A8FTsalqcjdFa0sWBenm2X-iWuNuLqc0UEtRsy_AYlPQvjOA3tVxhrw1IuMdtFM19hfL6WRJt1e6aauW7czXUTjFAybbf1I7tQq4F1kTfA08QYJS5rm45ShtwfNjaudIN4621mFXC63JgePyyRQUoa-1VNx-ZrSgXBn0JZkZAFo98JJteld6Cu7EZfz-I_rddWCgMLQzgXmyTmuK-2dwOFxh2Aw2sFPvDycnKXFIHdbcbzizAUnBtUF6_Zifyv1SZlyd4lrHDn4n11MCbBzlNWUDqTLRB2AkWY7eNQhWmtehl1C_t_hG96vT9CTmNJHiGQmBAfcf_AtS0q8G_v_bIou_HTJ4-hwz-JLyfMMrkiCkeKv2KrMyXtZuLIqKW1UwmCCerI6Odq8RaS3XQULZFmO1c6gC8CT5VJv&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9753356,-121.9664707,,Santa Cruz,,1-2 hours,Monday: 3:00 – 7:00 PM; Tuesday: 3:00 – 7:00 PM; Wednesday: 3:00 – 7:00 PM; Thursday: 3:00 – 7:00 PM; Friday: 3:00 – 7:00 PM; Saturday: 11:00 AM – 7:00 PM; Sunday: 11:00 AM – 6:00 PM,(831) 291-4004,http://www.gigglesnwigglescapitola.com/,,,,,"indoor,entertainment,rainy-day",true,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,4.4,7,,"indoor, entertainment, rainy-day",giggles-n-wiggles-bouncer-arcades-family-entertain,Published,Google Places,,,,false,year-round
casino-arcade,Casino Arcade,Casino Arcade in Santa Cruz. Indoor Activity activity perfect for rainy weather.,,Indoor Activity,20,Indoor,"400 Beach St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eNs8LcgZ4cDMVA0SFMkiMLONrCN3onke5bENIcUDZQYKnH-Q90W7dUQFGS2Ttq7PchcldwsxoHoZgerrhXA7mUnf7JyW0nIZvd6mo94ei6q-clRTsN-L_W8UowYLgQw7DAawQ92XqlXf1q1eN53huKMuvVtXywC_CL_RqlSQ6FmJ5LyD8ufha293JYdYX9z6WyltFPGQNoIWygHsXmnhWLRzdsOKqhQ95GZEbrXQ_yXsh-frUktRgusfcLsrTSRyniKBDtqYs-fdNbILNpoxryS9vVeQie7YY5Xv82qxN4MA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9639462,-122.0200013,,Santa Cruz,,1-2 hours,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 12:00 AM – 10:00 PM; Sunday: 10:00 AM – 9:00 PM,(831) 423-5590,https://beachboardwalk.com/Casino-Arcade,,,,,"indoor,entertainment,rainy-day",false,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,4.5,619,,"indoor, entertainment, rainy-day",casino-arcade,Published,Google Places,,,,false,year-round
mercantile-arcade,Mercantile Arcade,Mercantile Arcade in Santa Cruz. Indoor Activity activity perfect for rainy weather.,,Indoor Activity,20,Indoor,"115 San Jose Ave, Capitola, CA 95010, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eNb96eKmpNY3vlwws9drhaa3XDwmWc5BzY1wk3OwgPqkw9mpCy7L8PUqrsfL-pit2sR970jI41WJFGMa3A2juG7oWJv9ii4P6YjEF5iCvunIdzkrk6TkDLJITCoYfcGJG58QGjizTCwAHVicK5TI2HuDMpfV7VTwsfREsuaVuxVhEZzTZzutweGsRREefG2TLqN1riELQn54oikoyUNkFv52XmzNL0cXGszsSEmfzm-U0X3wxsIjPboGjDQK4S7TXpjEdbpqwEGzmGytYEUtscZ_X1MEHy_CrP-1D1yPkAog&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9724695,-121.9518126,,Santa Cruz,,1-2 hours,Monday: 7:30 AM – 11:00 PM; Tuesday: 7:30 AM – 11:00 PM; Wednesday: 7:30 AM – 11:00 PM; Thursday: 7:30 AM – 11:00 PM; Friday: 7:30 AM – 11:00 PM; Saturday: 7:30 AM – 11:00 PM; Sunday: 7:30 AM – 11:00 PM,(831) 818-9593,http://capitolamercantile.com/,,,,,"indoor,entertainment,rainy-day",false,false,,"rainy,cloudy,foggy,any",true,40,100,false,false,1,,false,,,,,false,false,,false,3.8,15,,"indoor, entertainment, rainy-day",mercantile-arcade,Published,Google Places,,,,false,year-round
santa-cruz-mountain-brewing,Santa Cruz Mountain Brewing,Santa Cruz Mountain Brewing in Santa Cruz. Food & Drink activity perfect for any weather.,,Food & Drink,40,Covered,"402 Ingalls St #27, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cVvxDEMqPePzVCbabVTifp0uolBJsQSd0kETb58YPOy-zo7Ms2gZN9Z9JtVVlHFR4ICOPE4Y_7lrmoOsQQP1ROdip7cIu7IcpeP-jEeOgkzxuQrh2QY0A--UvGsUNb2X5afhPwYv2HzZGoYLzk9XhE52_CqUzz69vuDNdOApPg85C1nf4BUUbsh54l7gnERbYhFkF5jML5WHuTdt15gY965gwwZL3KrFcTDyUdiWEoPR_WNbiumXrONjc6K6o15N2EcLKDKrK9aOXZQohGcoXpiYXb6xSjfv_YbMjOP9q-mYaZ2PHxLpuoOk1r68M8KCI77J22C1uhjRPCyNXDazTm2GqRKcSXQB8VUePjHPBoXZzdnLV7SFVyCuum79JhtKZCM9U05QvQGTE5d1iFjpLyBg6v0o3vUSx98kVZnCJPfQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9591246,-122.0481543,,Santa Cruz,,1-2 hours,Monday: 3:00 – 8:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 8:00 PM,,,,,,,"brewery,winery,drinks,adults,indoor",false,false,,any,true,50,85,false,false,1,,false,,,,,false,false,,false,4.5,367,,"brewery, winery, drinks, adults, indoor",santa-cruz-mountain-brewing,Published,Google Places,,,,false,year-round
sante-adairius-santa-cruz-portal,Sante Adairius • Santa Cruz Portal,Sante Adairius • Santa Cruz Portal in Santa Cruz. Food & Drink activity perfect for any weather.,,Food & Drink,20,Covered,"1315 Water St, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2foMg-wdLaNikIKSVniFVIN1Chr2VhDp-rhqDWZDT0MakKwtaO2OUeyujIKIRUvekBcDZKJm1MPDQrnCi1kbkv1PbhkEIaApUV9C2uQZ-i_D7kvSzloi-NH2qzPVDQOvRn0Jpu0xUSX-jaxQbg-sImHP5mrTz8HcDMDN-SjgMbHi--vmjWrQIfN-JN4ztBTmyvzE4BrFU30MM7p3X6CuntoaO8d00udJJwDtx4K-mO-xNXwfvz2lLpJXpgGRjY7h2SGB9CDjQNdt5Hg5_ofJkF68WCPy0gEt_8WMYUmuSvPR7EoSpzgFWnoSXvaxTsB2JcocJA0hwVGKAxPWtdhoa5XsDW9EPppcSQYXAzOKFGAJPKGZdvXgZCtX9QY9CieujmBfk-WxHta8tSzH8uqRnrtJY-1qFnabbf41qR0Tlt89jBZ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9815289,-122.0075895,,Santa Cruz,,1-2 hours,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 9:00 PM,(831) 201-4141,http://www.rusticales.com/,,,,,"brewery,winery,drinks,adults,indoor",false,false,,any,true,50,85,false,false,1,,false,,,,,false,false,,false,4.7,272,,"brewery, winery, drinks, adults, indoor",sante-adairius-santa-cruz-portal,Published,Google Places,,,,false,year-round
discretion-brewing,Discretion Brewing,Discretion Brewing in Santa Cruz. Food & Drink activity perfect for any weather.,,Food & Drink,30,Covered,"2703 41st Ave Ste. A, Soquel, CA 95073, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eQnMY4y0uazmYxctf57HGPXMPoRaBpL_AXhTBwCO1L6wuUPRZLXcLnu9Q5qmOIDlBzLYTUTvwKEGWFLHW6rrj3AgaPyEDcafRVRuFslpVXkqhf2iCN_PbZanVHtOeHSoC13MRkA6fgdXlFptF0ptMc3k725ZCW122xhx00CFRP-R6UzBLLXJBiqmySqNB29rRmVBoCGEfntbsJF679yOU3ntORjj37giPsNK6EK2j0v_aMR69ddFgTd1XDPcuHC5hSDALeITrzQ04n-5vrQORvExsRqZ90LWJvLejJmFBi1Q&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9856815,-121.9658362,,Santa Cruz,,1-2 hours,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 9:00 PM,(831) 316-0662,http://www.discretionbrewing.com/,,,,,"brewery,winery,drinks,adults,indoor",false,false,,any,true,50,85,false,false,1,,false,,,,,false,false,,false,4.6,350,,"brewery, winery, drinks, adults, indoor",discretion-brewing,Published,Google Places,,,,false,year-round
hallcrest-vineyards-and-santa-cruz-scrumpy-cider,Hallcrest Vineyards and Santa Cruz Scrumpy Cider,Hallcrest Vineyards and Santa Cruz Scrumpy Cider in Santa Cruz. Food & Drink activity perfect for any weather.,,Food & Drink,40,Covered,"379 Felton Empire Rd, Felton, CA 95018, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fmreW39Q87hi6PwI2JlLz1vqyY-_L5g9XySK7fIYPpazhR_W8lgVeK4Oxf2UQpWf6cju5D_1pfijThsTdWNLgLmK_Fg_nFwh5bPZ1HwCImNxNsRX3tb1NCCNTFeBnST4-IdLKEyWj35rkHKqqT9-f6zf5ot1uE8HKAYZIv9RTimFsGlsPBxzutSz8-sUylGCa64XYG_3XNJZVnRNz219POTOcaAjG4lgkRv9eEpVwy8LdHdPVIoS0uhMOZ33cLYVZUkwIwaS2KIuGGadb5ic0MqUhm0Dc3bLi2VzVOoZPPXJaKoQTlBx1u2gQ8ygnIErCKnPia0AUSPlNuiM0SZ_qjLrXp0nKND1R6k8kTtplKUPPdmrw05oOsx2GqdaDZ4PeYbNBT074DWknz_L6Ol82Ys_5FtEslNA2ABaTzizsokg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,37.0515798,-122.0776789,,Santa Cruz,,1-2 hours,Monday: 12:00 – 5:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: 12:00 – 5:00 PM; Friday: 12:00 – 5:00 PM; Saturday: 12:00 – 5:00 PM; Sunday: 12:00 – 5:00 PM,,https://www.hallcrestvineyards.com/,,,,,"brewery,winery,drinks,adults,indoor",false,false,,any,true,50,85,false,false,1,,false,,,,,false,false,,false,4.8,116,,"brewery, winery, drinks, adults, indoor",hallcrest-vineyards-and-santa-cruz-scrumpy-cider,Published,Google Places,,,,false,year-round
sante-adairius-rustic-ales,Sante Adairius Rustic Ales,Sante Adairius Rustic Ales in Santa Cruz. Food & Drink activity perfect for any weather.,,Food & Drink,40,Covered,"103 Kennedy Dr, Capitola, CA 95010, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fQTv87A6w3jvDe4QF73-8r3c-63zO7J_ee0xBWK0PZioLJyAMarpZq-ftwipgcdvq2wAMZOmPJ2ObHHtF_iHzjNJagXOPAB9OeBfxX-7y1iMp7P3CI4iOBM7Ql9mMTEvJClgDRWqIKjfoqAR7bAtqL5igJ-YZ19CwePpHWo5h18WK68GtBRWsUrO-ljt65ugiDfyi1XwVKR52pZdXhde91cjXKOhe_piRQ51xKNsByVij3E-zsl_g6-PO3Ynu4usiC5OBI0CBLXZKclr7NO7FKpWmiawoHginh3bapTLSOEY36d4bzCpRZDfHgfXaWqcei6tInf8h5neyUQXyoDBTDyG4B5y4YZXv0AqGWnKoClBSbSCGjwHXawMGm1B-DDQ9EnvpVjnkzkgiW3AT9Buf6pKEeNL7eIUUCo-MruGRPKmWM&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9833143,-121.9495774,,Santa Cruz,,1-2 hours,Monday: Closed; Tuesday: 2:00 – 8:00 PM; Wednesday: 2:00 – 8:00 PM; Thursday: 2:00 – 8:00 PM; Friday: 12:00 – 8:00 PM; Saturday: 12:00 – 8:00 PM; Sunday: 12:00 – 7:00 PM,(831) 462-1227,http://www.rusticales.com/,,,,,"brewery,winery,drinks,adults,indoor",false,false,,any,true,50,85,false,false,1,,false,,,,,false,false,,false,4.8,256,,"brewery, winery, drinks, adults, indoor",sante-adairius-rustic-ales,Published,Google Places,,,,false,year-round
