ID,Name,Description,WriteUp,Category,Cost,IndoorOutdoor,Address,PhotoURL,Latitude,Longitude,Neighborhood,City,ZipCode,Phone,Website,Instagram,Email,Duration,Hours,ParkingInfo,PublicTransit,Tags,KidFriendly,PetFriendly,Accessibility,WeatherPreferences,RainOk,IdealTempMin,IdealTempMax,WindSensitive,RequiresGoodVisibility,WeatherBoost,TidePreference,TideCritical,Tips,BestTimeToVisit,BestFeature,WhatToBring,StaffPick,Featured,Priority,Sponsored,Rating,ReviewCount,MetaDescription,Keywords,Slug,Status,Source,Difficulty,AgeRestriction,GroupSize,ReservationRequired,SeasonalAvailability
oyuki-sushi-peruvian-cuisine,Oyuki Sushi & Peruvian Cuisine,Oyuki Sushi & Peruvian Cuisine in Santa Cruz. Japanese cuisine with moderate prices.,,Restaurant,30,Indoor,"1010 Pacific Ave suite f, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2et-UK2BoUBHDodaCDHkOKOlG62ynGGh_kDRfYlDk_DDVAzR9nGc8wgZpaOZIVJ4E-EXFrFdku2ATXbvI9RF7WtijAZEtPrOw9j0JexOrxPmZBLVTyQFJwFchi4ftw862tdct9Gf2AIRmwU08Fqd9Ybbg7mTfV6sMYjYPdQ5LQJyfixe99Mu9B1iXhM7KVk12QNxmNtS1T8sszcghxODQKuITe2Be58s696MtKQjM5PmgPdk-qUvENK5RfUOqExGJvfbDJCUErVY5iQTs-kJciv4yMLZ2Jux4BpkDSOjilQtg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9716632,-122.0251137,Santa Cruz,Santa Cruz,,(831) 201-4212,https://www.oyukisushi.com/,,,1-2 hours,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: Closed,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.6,96,"Oyuki Sushi & Peruvian Cuisine - Japanese restaurant in Santa Cruz, Santa Cruz. Great food and atmosphere.","japanese, restaurant, santa cruz, santa cruz, dining, food",oyuki-sushi-peruvian-cuisine,Published,Google Places,,,Reservations recommended for large parties,false,year-round
akira-seabright,Akira Seabright,"Laid-back sushi spot with specialty rolls, local craft beers & funky street art-style decor.",,Restaurant,30,Indoor,"1222 Soquel Ave, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2f_MqZXTDiOy1ABq7GWGV4EJpPYkCW7gHZlYYHbYWmnyieTCESJ4F4N2bxB0-7zOYHvfZnaoHA4jb79K9r5_xz50tyOWXaAEM4tt_0E2ICee1zqrQ2uoPcV5sC9SNEk6aCdBkKXgUIaVTOAHFlQPfE5XtuwuQ_z_YNVzjPpira8zX5F7b6A_2PGx7Atbw5RoQWF-FJQtcciDz0LbFgMPgAUAwg7ZnJi8YYb1UOrp-0NIgnPJsRKMnXkYtCPble6tFEV8G4cyErCFYJkMI65vveZmddXDZRHh3c4zwqvAYxqKg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9799771,-122.0096701,Soquel,Santa Cruz,,(831) 600-7093,http://akirasantacruz.com/,,,1-2 hours,Monday: 11:30 AM – 9:00 PM; Tuesday: 11:30 AM – 9:00 PM; Wednesday: 11:30 AM – 9:00 PM; Thursday: 11:30 AM – 9:00 PM; Friday: 11:30 AM – 9:00 PM; Saturday: 11:30 AM – 9:00 PM; Sunday: 11:30 AM – 9:00 PM,,,"food,restaurant,dining",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.4,1080,"Akira Seabright - American restaurant in Soquel, Santa Cruz. Laid-back sushi spot with specialty rolls, local craft beers & funky street art-style decor.","american, restaurant, soquel, santa cruz, dining, food",akira-seabright,Published,Google Places,,,Reservations recommended for large parties,false,year-round
shogun-japanese-restaurant,Shogun Japanese Restaurant,Creative sushi rolls along with classic entrees such as chicken teriyaki in a chill setting.,,Quick Service,30,Indoor,"1123 Pacific Ave, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2czJWZKQ0EEEJfGS91H3fJKSHPQhcBvevt8O-yVhhaH3TDE_dCq8uSTx22HeJ9snk2_x9BDPJSIitMcoC-xNpEADyUR3x5DyWL4YOEIpEx6LyaYG57Aa8Aaa9XE9MAEwBDbCKgSqhpJl5ntx-3iVblaygcR_l1_Wo32FTdw64MTqOxw99N2L779Q5u2pOrNG86rmMx5_TOgjfz6rq6jGpJq0B_gByyf87lVps1dcmVjspr7iwvOboouiFypa1I9O3QES4yfFc9QH31iZkQ38p1cHKIfPkry0jtELwBkF1PUaCEs3rBfxYXDmau2SaXybtGYmaWwWDGnLvmXVKqY3J_GKRaei55kg1wdwBchGsvtNphux1cX20aN8uI9BMOiELk1l6I4yMnZpGUom7xNYLFeQuVcXCz-oTTo3xzN1rMMWg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9723798,-122.0258411,Santa Cruz,Santa Cruz,,(831) 469-4477,https://www.toasttab.com/shogun-japanese-restaurant-1123-pacific-avenue,,,30-60 minutes,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: 12:00 – 9:00 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.4,551,"Shogun Japanese Restaurant - Japanese restaurant in Santa Cruz, Santa Cruz. Creative sushi rolls along with classic entrees such as chicken teriyaki in a chill setting.","japanese, restaurant, santa cruz, santa cruz, dining, food",shogun-japanese-restaurant,Published,Google Places,,,Reservations recommended for large parties,false,year-round
sushi-totoro,Sushi Totoro,"Quirky, laid-back sushi bar with creative rolls & classic Japanese entrees like teriyaki & udon.",,Restaurant,30,Indoor,"1701 Mission St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2f1pWFNQd29VwITxyvUzj1_I8dlTN3nCEOc0UjhYCP2UHV2uhmWZZyB0aL8LVhf3E-h7Kw6iiWvpveobyk6ZkvPgxwGv5zMgGR5n4595kIP0p7Jk5j_uS60iJdlBdapYDDJjQ0j6GPq1pr8LvCoDP-Yv4E3hkqt-uIr51JEtFOZpRR622r0OzjleMQ5rSi9s6MWM1Vw6Xsv6ACbZfpbQ6dnILjSEcpTdBjiaFVQIA-HoLGfsUrVa9N3BfI5oZwlUlCylwrweKz8x3NJdKGJgXVDpw0qsSsay0bk9Km8IRmDogb1_NCfTyRe178SylTEuzov8wl0jT5JxuMja5LCcAdRrE6IxSjRYeb_6iW6TAtHZsFcK35N2xXCjPsw-puzwzKRiJ3FH7Tha3ZWLR1_fCQrCIWxFHTxec1IqIBGADykwG2-&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9652373,-122.0411428,Westside,Santa Cruz,,(831) 426-6660,,,,1-2 hours,"Monday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Tuesday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Wednesday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Thursday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Friday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Saturday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM; Sunday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM",,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.3,397,"Sushi Totoro - Japanese restaurant in Westside, Santa Cruz. Quirky, laid-back sushi bar with creative rolls & classic Japanese entrees like teriyaki & udon.","japanese, restaurant, westside, santa cruz, dining, food",sushi-totoro,Published,Google Places,,,Reservations recommended for large parties,false,year-round
zenshi-handcrafted-sushi,ZENSHI Handcrafted Sushi,ZENSHI Handcrafted Sushi in Westside. Japanese cuisine with moderate prices.,,Quick Service,30,Indoor,"2111 Mission St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cmxNSgunXXt510M4JKkXIBIySqw3Q5s2Jr7kuPB8p5V5Dccmg9SKopV1zP4u24Zqo3XrOW0OTd3Kq9ehV8WO-siUP57sBVrteF7alroLzwMQrpncJNM5PD61X-jJ2Zw23-NTRqTIZw0YoZTFOMMzxcDSmIVxc6U8jahuG07eu6OYXy6dlZFDXMlM1lREtxGGdziXvbOIw7hRxzPiFio__MYrZUFlPwso5lgjAhtacKnQaS-JV3_YAY1or0mvHWHsfGrybKKWKgeVuPVRi_uVJP15tfRpyynOtGOXvqX6GQgA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9622151,-122.0440222,Westside,Santa Cruz,,(831) 429-9811,https://www.zenshisushi.com/,,,30-60 minutes,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,,,"ZENSHI Handcrafted Sushi - Japanese restaurant in Westside, Santa Cruz. Great food and atmosphere.","japanese, restaurant, westside, santa cruz, dining, food",zenshi-handcrafted-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
zen-musubi,Zen Musubi,Zen Musubi in Santa Cruz. American cuisine with moderate prices.,,Restaurant,30,Indoor,"256 Potrero St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eVlCLj5zST0SwffrfvSE1Nts4J7yO54j3SBfR7pB7VUjUpR8hx7fkqwJiDuCojoKa_gzZ1MX3VSiilBsCyBGQfnPVWKFrVbGR18wt-JV9cEBW2uuGYJomScDPcdTpxIZoD6X942vrB1Tb_JkFgprnUjf7DodaPOA3irg4YmTTamtmAr4xWI3UoZkN_FiETugGniONRVPue3dBm1wY3GY2zH9mrvaKdz5uRTbSSpUaQSeLRjC29Kh-aHk46M4AiA-Mjolgkh2md5tLJeUME-RI-9JmMbKKgI-Y1SkQXlR0tu8jlXeCh1imdHfCKRuf34XMzaCC7wB-DKu06OXI2qMxiF2oWUo-97klpwKRM4X58Kdj-ZJutSXI9WKaOB6GR3yI3d19jtRM0m7ELiNE_NlYgdKhx9Z5PyqFmWNZjKewhHJg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9805395,-122.0302764,Santa Cruz,Santa Cruz,,,,,,1-2 hours,Monday: Closed; Tuesday: 11:30 AM – 2:00 PM; Wednesday: 11:30 AM – 2:00 PM; Thursday: 11:30 AM – 2:00 PM; Friday: 11:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,,,"food,restaurant,dining",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.6,20,"Zen Musubi - American restaurant in Santa Cruz, Santa Cruz. Great food and atmosphere.","american, restaurant, santa cruz, santa cruz, dining, food",zen-musubi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
toya-sushi,Toya Sushi,Toya Sushi in Westside. Japanese cuisine with moderate prices.,,Restaurant,30,Indoor,"1306 Mission St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cka4j_7zZTQkxFsnL4qTim2EZglj4DbhHfbtJb_N9pKwYaxW_JU36lFq8I3y3BixywhnvKmSdAnDHVTVP_CavBEUEbcSMpjqyktTjZKD6OW62bJiDeShLNgCXYMAg2ah2ffcsCzaIz_YdgQCCnrr5p1z4xfHYdGSPbrWj2fYiZe0UXGl05uPTvweZNV3DZbNM_d-cxk8sofuN7pTWjMY3P8HxQ32zrR1hbROJBECr8oG4a8D6-mlzGx9fM5QgIqCwHV15XyEHuxF_TFAXN2CNpv0IBQX-HoAyB_S86-bezfubVpmskpC5r--yT-u0JetevpVUfQ4zwFLA2Yjbk-4c4gurxhc-WK0HnB6TCJlhCEdEuzt9rBShSiuXDpxzTHGYzk84EYvpJ_h2ZoRmmln0rT1_Cvo4R0ynq09kZxsw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9685362,-122.038219,Westside,Santa Cruz,,(831) 464-1818,http://www.toyasushi.com/,,,1-2 hours,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 12:00 – 8:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 8:30 PM; Saturday: 12:00 – 8:30 PM; Sunday: 12:00 – 8:00 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.2,181,"Toya Sushi - Japanese restaurant in Westside, Santa Cruz. Great food and atmosphere.","japanese, restaurant, westside, santa cruz, dining, food",toya-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
mobo-sushi,Mobo Sushi,Japanese entrees plus an array of colorful sushi rolls are carefully presented in a small room.,,Restaurant,30,Indoor,"105 River St S, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fg20bgz3k-BMIaznn1xGWRBtjAzeBv_Vz4UhOUXnnSHPYBNaT3T6ejyNCQh2pCiP3y2WGxT64cGBYz2Xa992An56EIW_ebKXIYuVHwako_luYQOvkY2CusnFGDpZcndZ4bpM_fL_1wBaW0ah3qLauZTZusVquB4q5gEVSk5UULtwRSCBCD4XGXun5zdgbaLNiMl7GU5clNDj8Nj6Ld8VMfWAddO1xQ-zJbf4RXO1twPrK1CMtXuPFIRgqnAgyjsNvCvQPTWJXAtlU7KXKSGIBSTiFL9kKJS0GIF-LlAGLOn60_HOFEsL1nRCxKnbPf7z5h681-CK0F0ySoJyZSDGuLNCWDAQsHggRTIgHOGp1haFX99gxNxh2T7G4Js61DDamJxU7r4-NnN2I7sawDhc1dhYS1o9aegupePeYxiX1IkDDc&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9751971,-122.0246419,Santa Cruz,Santa Cruz,,(831) 425-1700,http://mobosushirestaurant.com/,,,1-2 hours,Monday: 5:00 – 9:00 PM; Tuesday: 5:00 – 9:00 PM; Wednesday: 5:00 – 9:00 PM; Thursday: 5:00 – 9:00 PM; Friday: 5:00 – 9:00 PM; Saturday: 5:00 – 9:00 PM; Sunday: 5:00 – 9:00 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.2,516,"Mobo Sushi - Japanese restaurant in Santa Cruz, Santa Cruz. Japanese entrees plus an array of colorful sushi rolls are carefully presented in a small room.","japanese, restaurant, santa cruz, santa cruz, dining, food",mobo-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
otoro-sushi,Otoro Sushi,"Sushi & other Japanese fare are served in a bright, open space with large windows & TVs.",,Restaurant,30,Indoor,"235 Mt Hermon Rd #G, Scotts Valley, CA 95066, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cnVBKEdAe51UUPPzGAZA-OuybD2YdOI42n-awAd8mFPyXsxQKj-ttX7ekO4FmNhIc29F5UGiS-RMr71tkL6fakCD80_fI_AOjIOhcoZtGI2QtGwIXWI01xamhFje5LoBhuTNcBho9T0C17zmrh5p0YzSmRO7yysT20IzglrTNHBhMibN862-E6BvI79Nmg3Bt6CYSYwqtn8RBaeR8eio3C3T6-OaY7WwwNqaCF0s2eU0TqxulqCSDPcyTpKw7vhpSVNs7SyQSXYHdtQAtgv-EB99NrR3vEsALcQnWLZOulrMprArNvDqennlqjG4Ib4QKsnSWhlthtHcoNREI1DKs0m5NvVl7Amv2KsY6UwSiKScJa99kyw59aRaSuOnnWJcN1h6Epw45RiU0zF-O2Q4gqWHvtglOjDCItwUyzYGHJCQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,37.0453664,-122.0284914,Scotts Valley,Santa Cruz,,(831) 440-9040,https://otorosushi.store/,,,1-2 hours,Monday: Closed; Tuesday: 11:00 AM – 8:30 PM; Wednesday: 11:00 AM – 8:30 PM; Thursday: 11:00 AM – 8:30 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 8:30 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.7,834,"Otoro Sushi - Japanese restaurant in Scotts Valley, Santa Cruz. Sushi & other Japanese fare are served in a bright, open space with large windows & TVs.","japanese, restaurant, scotts valley, santa cruz, dining, food",otoro-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
fuji-sushi,Fuji Sushi,Fuji Sushi in Soquel. Japanese cuisine with moderate prices.,,Restaurant,30,Indoor,"4610 Soquel Dr, Soquel, CA 95073, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fiJhi8yUIpiQ6JvgAakKCLIEyGk7U7_Aw2bFwIM5H3xo2IsR4iJyqidMt9yAFDdXs3MT4ct9KMVWM-q9La_P8stnphTo_mlKP7C1BCGjhbBy1J0pZB9MeAfYuxFYhVIS1nmaJldHFngSfZsohJdouK4T05UdO0CYqf-FRLdQC3ZeOfDrWilGZPG0kKW71pM1Yr_sbuHPkzhz25czsFGvTHZjK2MJAC_MfPwDzzYDJlb9nXQp99aebplayPrsH3KCp3tXGHR47wgzW3DFft6VIpk6coGi4GUFyfMFbzuRAKEUhfCFCOj1Etk-VIYjQegp22Y4yU7kd1zrnhe8IaYjm8MZ-NDgzvhLiQgrPpnmM0bgQxUeuVXgwjxr7ToSd9Hm1__kS7DNFKnpWjMIgsWa60SyKq7Cqv86owfGHnsbJ9OwSDf-9UkuuB8SYyLSNY&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9877018,-121.9581093,Soquel,Santa Cruz,,(831) 515-7508,https://www.fujisoquel.com/,,,1-2 hours,Monday: 3:30 – 9:30 PM; Tuesday: 3:30 – 9:30 PM; Wednesday: 11:30 AM – 9:30 PM; Thursday: 11:30 AM – 9:30 PM; Friday: 11:30 AM – 10:00 PM; Saturday: 11:30 AM – 10:00 PM; Sunday: 11:30 AM – 9:30 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.6,64,"Fuji Sushi - Japanese restaurant in Soquel, Santa Cruz. Great food and atmosphere.","japanese, restaurant, soquel, santa cruz, dining, food",fuji-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
the-buzz-sushi,The Buzz Sushi,The Buzz Sushi in Santa Cruz. Japanese cuisine with moderate prices.,,Restaurant,30,Indoor,"1005 Cedar St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eMTyHT7iZWZClQbF2Eekj5RTj63Tx66rWyjLtlLhpUSDq_-iPnCC-oRfLeNoMVe_S_G8qhy_6sorCnE_pzpAt2u0MVtTsvP-3Crq7T1VBg5Z-w2aZlcHAHRJ2ty9MhTGtL4KI_L5ex-U0zJX7NGPOT9MWvcvVI8WhF6mdGGyMTFkx1vv4GINNF62f1FHzfmxttqwzXvB8P7Oz4wlb1wGgPDHvI_kQcDPCUv3XZA7k-wPvNNOConZ7YNQnNBr2yOACK7XihP2neIspihXkIH1aTIZ3Z7BS0ATqagugU4EwfoiwRM6I1_crzBsKb7BtGgBvg_ZtprkAW6bBfXMRoeiCypqh1YKZdYxC6ysyLTgJMqg3ATHuL9lXx0AljfRXlv5afnfOKosXg1YN25c3vYY9xFH0l32AbWLSpad0J4AcpZ3938qaRNOabnZU_wg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.975307,-122.028086,Santa Cruz,Santa Cruz,,(831) 201-7168,https://orders.food/thebuzzsushi?utm_source=DIRECT,,,1-2 hours,Monday: 12:00 – 9:00 PM; Tuesday: 4:00 – 9:00 PM; Wednesday: 4:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 9:00 PM,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.6,133,"The Buzz Sushi - Japanese restaurant in Santa Cruz, Santa Cruz. Great food and atmosphere.","japanese, restaurant, santa cruz, santa cruz, dining, food",the-buzz-sushi,Published,Google Places,,,Reservations recommended for large parties,false,year-round
sushi-market-sprouts,Sushi Market Sprouts,Sushi Market Sprouts in Santa Cruz. Japanese cuisine with moderate prices.,,Quick Service,30,Indoor,"300 7th Ave, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2c3-e1gxt7pKd9JmHoGm5EcsMaWgH5HJZT2s2wlk2XqIDU0PNfydnQCLXToBZG2lN9Vfulo-UWvqk1PGoNtvwrsz-doKjWzRxJur26gwk6dzav2s3B_0LbP3Mv1ZnCyQUDQ6yESPHj6Yg06yJChplJlyztMwYXS2BnluNxveiEVmr5KZwQDl6NiK_8RE4DVXBwrf6dcr4qaVZ9HiTVGJprLpn-NBGko1E5q_niI8l85zTVhCA4nRlt86xeGHOonU1QybVYps7-98zV8mBV_WP98BNogh5DSqY1RyFmkvp7DuQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9653143,-121.9980773,Santa Cruz,Santa Cruz,,(831) 465-1177,https://www.sushimarketsprouts.com/,,,30-60 minutes,Monday: Closed; Tuesday: 12:00 – 6:00 PM; Wednesday: 12:00 – 6:00 PM; Thursday: 12:00 – 6:00 PM; Friday: 12:00 – 6:00 PM; Saturday: 12:00 – 6:00 PM; Sunday: Closed,,,"food,restaurant,dining,japanese",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.7,72,"Sushi Market Sprouts - Japanese restaurant in Santa Cruz, Santa Cruz. Great food and atmosphere.","japanese, restaurant, santa cruz, santa cruz, dining, food",sushi-market-sprouts,Published,Google Places,,,Reservations recommended for large parties,false,year-round
rumble-fish,Rumble Fish,"Established sushi house offering a range of rolls, lunchtime bento boxes & a laid-back vibe.",,Restaurant,30,Indoor,"4727 Scotts Valley Dr, Scotts Valley, CA 95066, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eF59xEyTlIi97Ssz9SYGVImoVJQ8Vm5ij4WVe7HMw8-4IGzt8paImxZWUYFKr0PAPzGbMGz1OB6Akm-NdNJpjRE34K_Qe8_hI4K_RDKNxSVw391CBSTdyUW7qyAs7klfE_6kjB831OrYqbSlYhFmAeECWRzQOG0JUTCsWPNprotIJ0PLHE8x77f4bRMsYpXHpUywrQ-lsX7K65Sboa-789sPK83XMk7PRvTqyFVudiCgj8TXvJRxYaGHS089OyfLEettSeFfzbu7_79NyThLeSpCuElBRxFSZGG5nSRUOKREVN_HYN5olZOj_dVJ-lX5cXatLMswB8m7iz9OupcNanh9GpWDY4-PWRFeM_6hFbtbYvchHRLNHFZjJkdul2epbGg7cU8dLmfdCP0ay5M5LwLKEUQhguRpgTwlz-elLImUIh&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,37.0504446,-122.0156255,Scotts Valley,Santa Cruz,,(831) 440-9240,http://www.rumblefish.menu11.com/,,,1-2 hours,"Monday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM; Tuesday: Closed; Wednesday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM; Thursday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM; Friday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM; Saturday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM; Sunday: 11:30 AM – 2:30 PM, 5:00 – 8:30 PM",,,"food,restaurant,dining",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.5,577,"Rumble Fish - American restaurant in Scotts Valley, Santa Cruz. Established sushi house offering a range of rolls, lunchtime bento boxes & a laid-back vibe.","american, restaurant, scotts valley, santa cruz, dining, food",rumble-fish,Published,Google Places,,,Reservations recommended for large parties,false,year-round
kaito,KAITO,"Quaint restaurant specializing in ramen, sushi & Japanese tapas, plus beer & sake.",,Restaurant,30,Indoor,"Food Court In The Capitola Mall, 1855 41st Ave, Capitola, CA 95010, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2f3uLC4AKlFcSGt0SjTPcKLRpMgFBaU1a73eZx-S_kOYckBbedQdLf_WVSNNYiiTx62TsG95cs3_K0j0T-ngqXaDU8YTC3oOERleaWN254qXfzFwDHVQ83MoBVLWZrm5eZDrdEGlHQSDC2INv75KGkOnNKQ0TOAE6dhelgt3C7p8M_xAavCz8HpeSlhJnop3WqHsoAFA5msnovYqOijvG5rWyCgYbjwPaUnQolqnRV4CDV3Aj6N0Hbb_qvo9CLyDuFc3frt_hpRruLIHgtHAZpecI9P6OssyKmVb5hroUOAdw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.975923,-121.9685499,Capitola,Santa Cruz,,(831) 464-2586,https://order.mifonda.io/Kaito?type=qr&utm_source=GMB,,,1-2 hours,Monday: Closed; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 8:00 PM; Saturday: 11:00 AM – 8:00 PM; Sunday: 11:00 AM – 6:00 PM,,,"food,restaurant,dining",true,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,Reservation recommended for dinner,false,false,,false,4.4,345,"KAITO - American restaurant in Capitola, Santa Cruz. Quaint restaurant specializing in ramen, sushi & Japanese tapas, plus beer & sake.","american, restaurant, capitola, santa cruz, dining, food",kaito,Published,Google Places,,,Reservations recommended for large parties,false,year-round
