ID,Name,Description,WriteUp,Category,Cost,IndoorOutdoor,Address,PhotoURL,Latitude,Longitude,Neighborhood,City,ZipCode,Phone,Website,Instagram,Email,Duration,Hours,ParkingInfo,PublicTransit,Tags,KidFriendly,PetFriendly,Accessibility,WeatherPreferences,RainOk,IdealTempMin,IdealTempMax,WindSensitive,RequiresGoodVisibility,WeatherBoost,TidePreference,TideCritical,Tips,BestTimeToVisit,BestFeature,WhatToBring,StaffPick,Featured,Priority,Sponsored,Rating,ReviewCount,MetaDescription,Keywords,Slug,Status,Source,Difficulty,AgeRestriction,GroupSize,ReservationRequired,SeasonalAvailability
will-power-personal-trainer,Will Power Personal Trainer,"Will Power Personal Trainer is a wellness facility in Santa Cruz, Santa Cruz.",,Wellness Center,30,Indoor,"Nanna Ct, Santa Cruz, CA 95060, USA",,36.9971864,-122.015656,Santa Cruz,Santa Cruz,,(831) 440-8965,,,,45-60 minutes,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 1:00 PM; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,5,"Will Power Personal Trainer - Wellness Center in Santa Cruz, Santa Cruz. Professional wellness services.","wellness center, wellness, santa cruz, santa cruz, fitness, health",will-power-personal-trainer,Published,Google Places,,,1-on-1 sessions,false,year-round
paradigm-sport,Paradigm Sport,Paradigm Sport is a budget-friendly fitness center in Santa Cruz. Complete gym facilities and equipment.,,Gym,50,Indoor,"120 Dubois St suite a & b, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fKV1vy3vNKWbUCduoOLINqGGADofDCTRM4pBIot9DcaG6WG_oglsFyReaohXwchecdWY1z26Rvj8tUCzdhq8MCvCdWsI71FEdpuGMflr0BRcJ2mTuiZmsnWIgjzKFo2CoKoQ48zvarWrryq4ZstlL5pFfxW8TushaWSU2a2q005XdBbcCmWT3nhbTxyKDrfCnsQJ-8vINJTLdAboUWHgVby2SU8hf_Hib5LifS0CsmMK_iYPGHiJ7h8rZUiMhNvdy2PP-qS5SC2fxLNmWBbGfHewewDdDhcHDU6pIiRiIG5g&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9854561,-122.039225,Santa Cruz,Santa Cruz,,(831) 426-9500,https://paradigmsport.com/,,,Varies,Monday: 6:00 AM – 7:00 PM; Tuesday: 6:00 AM – 7:00 PM; Wednesday: 6:00 AM – 7:00 PM; Thursday: 6:00 AM – 7:00 PM; Friday: 6:00 AM – 5:00 PM; Saturday: 8:30 AM – 12:00 PM; Sunday: 8:30 AM – 12:00 PM,,,"wellness,health,fitness,self-care,gym,workout,strength-training,cardio,weights,classes,group-fitness,personal-training,1-on-1",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Early morning or evening,,"Workout clothes, water bottle, towel",false,false,,false,5,130,"Paradigm Sport - Gym in Santa Cruz, Santa Cruz. Professional wellness services.","gym, wellness, santa cruz, santa cruz, fitness, health",paradigm-sport,Published,Google Places,,16+,1-on-1 sessions,false,year-round
curves,Curves,Curves is a budget-friendly fitness center in Santa Cruz. Complete gym facilities and equipment.,,Gym,50,Indoor,"223 River St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eErRHfnAKSER1cDH68VUQt6itqmL7aDG-AphBu1Tlxd7JA1zDwdtsHc_xGTdX-U3sxfkYvKXySrwvVGPMG9k7nqukNY-h3OxQm6wbrGfjrEcFZP12lyGVr1QJm5t_egz4JVaMwMJt_XxpvQyt-H9shJuaR3XXggOtQx65kwoL_ZXU2PKFOOUdcKQBmCUaeE13f5InKQ6FFPXOVJtTlW7zecwyV0CU6bj9jmJHJCaN-DNbTTJ3WkNJOcXQirLZ1n1QJk3EWw0dLK22AqtCcm2YbNctduhiVn_YNJSk4SGhWUw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.979034,-122.0277557,Santa Cruz,Santa Cruz,,(831) 465-8228,https://www.curves.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-santa-cruz-ca,,,Varies,"Monday: 6:30 AM – 1:00 PM, 4:00 – 6:00 PM; Tuesday: Closed; Wednesday: 6:30 AM – 1:00 PM, 4:00 – 6:00 PM; Thursday: 4:00 – 6:00 PM; Friday: 6:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed",,,"wellness,health,fitness,self-care,gym,workout,strength-training,cardio,weights,classes,group-fitness,personal-training,1-on-1",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Early morning or evening,,"Workout clothes, water bottle, towel",false,false,,false,5,14,"Curves - Gym in Santa Cruz, Santa Cruz. Professional wellness services.","gym, wellness, santa cruz, santa cruz, fitness, health",curves,Published,Google Places,,16+,1-on-1 sessions,false,year-round
essentia-body-therapy,Essentia Body Therapy,Essentia Body Therapy is a welcoming spa in Santa Cruz. Full spa services and relaxation treatments.,,Spa,100,Indoor,"556 Ocean View Ave, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cXpubny8LeuajA3EtpTAxykr-vt1y9-uwqtxqjcMiki255YICNLom8SVu-Fupd80aCI6VISqzCgNS80ps2br8AX6e2AV0ZbV5lhSb0XPRDQzpDSB-nd3ttipnxgQgzMJQuNdfudL9kLbPSpRqqbmoL3WKxRaTurRNQbo9owDz8-tnTvLdIKis1-Gq6zEP2Ahscb01CYq17hgdih8JXqEy0AVpQYl8WiuFUV0rncwmSlTFANFjcdBI6SfdS757kO66tPdnIDCNtODa4hOXhNABLSRpBtopAnbELc8Z7JHz6ug&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.976252,-122.016555,Santa Cruz,Santa Cruz,,(831) 454-8312,http://www.essentiabodytherapy.com/,,,45-60 minutes,Monday: Closed; Tuesday: 11:00 AM – 6:00 PM; Wednesday: 11:00 AM – 6:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 11:00 AM – 6:00 PM,,,"wellness,health,fitness,self-care,spa,relaxation,pampering,beauty,treatments,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Weekday afternoons,,,false,false,,false,4.9,150,"Essentia Body Therapy - Spa in Santa Cruz, Santa Cruz. Professional wellness services.","spa, wellness, santa cruz, santa cruz, fitness, health",essentia-body-therapy,Published,Google Places,,,1-on-1 sessions,true,year-round
best-thai-spa,Best Thai Spa,Best Thai Spa is a welcoming spa in Santa Cruz. Full spa services and relaxation treatments.,,Spa,100,Indoor,"147 River St S #221, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cNbJpf11ebDmmliRu-tJDvERflbIK41XmB_oep0RCQvjqW_oY4q56nSBfLtdpud7NoEXi3qxBgyF-HUXz83jHTNJQJZ9hTNSjyNs63snKKrVV15CF4cp5-DKbVle7XJVMftKnv0ryCK3SvJ5z4cO8GAIuUIsMMyvBe5n1_I8lg_Vjkxly98wVt1BBXYoSIFWMqNOMOJuSC3QRGc8pzHHTj3aVH9HH0n3e9Ouhi-2NxFMJufMNFt6iaTmPx61LuutkX8NNgg576Gm4U88m6SmC4SpkrGXhjMuXyAAC4qHQrTvJnH05lYk_2wWI96Wsdjiw7q1Dj88NpLnmEZ9mU-IiHYDA8auTlLACOum9iqcpNdC18u3jM-xhdVC6gUYFopLjA-4_H07sVIMGrkgKSr16BB5US0KksdtLMmXKI_PCAPw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.97524629999999,-122.0246695,Santa Cruz,Santa Cruz,,(831) 889-2013,http://bestthaispa.com/,,,45-60 minutes,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 8:00 PM,,,"wellness,health,fitness,self-care,spa,relaxation,pampering,beauty,treatments,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Weekday afternoons,,,false,false,,false,4.9,108,"Best Thai Spa - Spa in Santa Cruz, Santa Cruz. Professional wellness services.","spa, wellness, santa cruz, santa cruz, fitness, health",best-thai-spa,Published,Google Places,,,1-on-1 sessions,true,year-round
santa-cruz-bodywork,Santa Cruz Bodywork,Santa Cruz Bodywork offers professional massage therapy in Santa Cruz. Reasonably priced massage services.,,Massage,80,Indoor,"740 Front St UNIT 130, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2ettbN2fCEcTn2L_BLieSEK3uLpc1LBOR0ZjDfstaI39WjSEVuDAe2VaqdXeGKQ4RQZoxEnz5e8rA_45QUDEqTnE0QuTplicGZMjuJnoPcCHmzkDc4JvvlxuWRoy4hMfm2zdRraMTUaXAhQ9jM0rY0USZQ_vrpxzmOsMRQ7J6KUzDXED6ZorIMHWLmUPL5gdFXz4UrCBsyAJRcxicH097MyXUEjkXLA0G3vS2PjjaP7oyZL-reQRiD6a_B_xZWTFz3SSp_mIDPfkATzNbRyFgw8RByV9ui-jAHOEVp9q9YZfA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9755541,-122.0249715,Santa Cruz,Santa Cruz,,(831) 251-0852,http://www.santacruzbodywork.com/,,,60-90 minutes,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,22,"Santa Cruz Bodywork - Massage in Santa Cruz, Santa Cruz. Swedish & deep-tissue massage, along with Reiki, offered in a comfortable, cozy environment.","massage, wellness, santa cruz, santa cruz, fitness, health",santa-cruz-bodywork,Published,Google Places,,,1-on-1 sessions,true,year-round
kanda-thai-massage,Kanda Thai Massage,Kanda Thai Massage offers professional massage therapy in Santa Cruz. Reasonably priced massage services.,,Massage,80,Indoor,"621 Water St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fID6F1xJ7PaathbI7Y4FwdzKQPuLw5Sz2d22eFzah94t-3xK5uQ8MLggc933wO4NHigh13i2NcwWG1ULjxw5btdC_HMvX2djmAEGcnzL0YnHpFn4vkrK_hFSpLajDRRGOiWLtoJw-OZyFRBnYDFNaYYE3xzh5RKkU9f5BdxInUdQinRku25RGJL0qB2fAb6NLx-JrujCMIryLGejSGZfJfEm9t8xvs_Cg-vhu5g_6IOUyveElgrrOaXomIavvsBRIKT3m22BA1Y8EZhHyAcmQoiaD6Jk3qiKiuANgxcbY2ag&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.98091,-122.017962,Santa Cruz,Santa Cruz,,(831) 427-9768,https://kandathaimassage.setmore.com/,,,60-90 minutes,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 10:00 PM,,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,4.6,94,"Kanda Thai Massage - Massage in Santa Cruz, Santa Cruz. Swedish, deep-tissue & classic Thai massage offered in a tranquil salon with Asian decor.","massage, wellness, santa cruz, santa cruz, fitness, health",kanda-thai-massage,Published,Google Places,,,1-on-1 sessions,true,year-round
sa-teresa-spa,Sa Teresa Spa,Sa Teresa Spa is a welcoming spa in Soquel. Full spa services and relaxation treatments.,,Spa,100,Indoor,"714 Soquel Ave, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cCo1-cfqTlMJY59KaoDCNX1BGAqsSs-2ljzboaYO9VfbDO04IFRtTo3ZZOhza5toJu6BQQGzO5tnSwYUDJoewfLR09Q71nTM_FMagD4BM9khNNFY9qqP3i6rDZ8mUH41LSNuvYxEyaJ9OhoQL5niufAcJH4OwuMf5yfreqpqFUOILgOPzj_Wg5pDmShF80-uxmQLpBtizFySxgT6EtmMdrLziOu3HysCiQSFNDsjRtiOZFrU0dwP-XcJugBCAjbnSwEifGRdSIbl7-n2pHazm4tRrDy1ZVsjAm9eCmlpJvOvHdIxOsvBqk3PnK59csNYMJF_5fWjVWCSou3oT1VTMRDPf9U87PvriP-rAfUrvHNnVp-cMdfc9-oPU_p7kU1esLCcR9__xXhih1nGSspz8AjHz0SsqCKUpIyxd083A&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9770027,-122.0154249,Soquel,Santa Cruz,,(831) 420-0188,http://www.sateresaspa.com/,,,45-60 minutes,Monday: 9:30 AM – 9:30 PM; Tuesday: 9:30 AM – 9:30 PM; Wednesday: 9:30 AM – 9:30 PM; Thursday: 9:30 AM – 9:30 PM; Friday: 9:30 AM – 9:30 PM; Saturday: 9:30 AM – 9:30 PM; Sunday: 9:30 AM – 9:30 PM,,,"wellness,health,fitness,self-care,spa,relaxation,pampering,beauty,treatments,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Weekday afternoons,,,false,false,,false,4.5,96,"Sa Teresa Spa - Spa in Soquel, Santa Cruz. Professional wellness services.","spa, wellness, soquel, santa cruz, fitness, health",sa-teresa-spa,Published,Google Places,,,1-on-1 sessions,true,year-round
well-within-spa,Well Within Spa,Well Within Spa is a welcoming spa in Santa Cruz. Full spa services and relaxation treatments.,,Spa,100,Indoor,"417 Cedar St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2c_pulj4lhXWNX8QOUr7QdtQ_gnlPC5CBLqRg6_SzKP_txoe6J6Lh4XrKvB4qdAcSrHlWJnhnfu0d2E56DP15uD6uZYpDdT1mXTAwoRyMcsk63hc2EUgN-QVV61iFuTUqYJO_OgRgGmi3YI02XpQMDRMeua7UL93Kj_OVnSW7TxmOHaOJNzg6-8P6Tfz7x7_BJ4wV1qtf_URn97x9w8vOvKOCR6tw94-tsWGdG6zvBNR_fU3aXJ_ImeIeAEl5ImThV1wWlllm5GnqGpR6RKh06Q34OIFla1pzwdt3IUjWvtGnz-2AQKBrazj9e-Um6n0TazsXhF_ZCRltR-0gsEu5ujaHdLFsTrD0VHbygSf3l5Yiz4ihwOG3dr5J6znIODAqTyojYE30Fb0lDjpaAlxb_EA1daqilKf9EY5X4w4xZQ3w&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9705252,-122.0269068,Santa Cruz,Santa Cruz,,(831) 458-9355,http://www.wellwithinspa.com/,,,45-60 minutes,Monday: 10:00 AM – 11:00 PM; Tuesday: 10:00 AM – 11:00 PM; Wednesday: 10:00 AM – 11:00 PM; Thursday: 10:00 AM – 11:00 PM; Friday: 10:00 AM – 11:00 PM; Saturday: 10:00 AM – 11:00 PM; Sunday: 10:00 AM – 11:00 PM,,,"wellness,health,fitness,self-care,spa,relaxation,pampering,beauty,treatments,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Weekday afternoons,,,false,false,,false,4.7,535,"Well Within Spa - Spa in Santa Cruz, Santa Cruz. Professional wellness services.","spa, wellness, santa cruz, santa cruz, fitness, health",well-within-spa,Published,Google Places,,,1-on-1 sessions,true,year-round
yoso-wellness-spa,Yoso Wellness Spa,Yoso Wellness Spa is a welcoming spa in Santa Cruz. Full spa services and relaxation treatments.,,Spa,100,Indoor,"740 Front St #110, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cwRRdwEviFk13vXgYjxOwKRd3mmTfn-29h1oS8S5E2qYsTlv6SjrqpIhxyKP45FmeZFPhjwSyZle8HRaSRVT_mbxqxBG8ix-NcFkE1MLY1-MNxTlTy8RS-lPD0Dy41nVQZfarpB0UUyMx4-jMXU_z7AM8I900sVpk5sqpNzpjD9xEi4wCmPEahzFv_AZvOCTcAJiUhEWfVKE876zHUCNupQamrQH4_vEtKfB2CWA0eVEyS1_JKBA_QOfL9k-S4SbhOZEMXMlI9aJFtptvG3QlK6lOSzzziIcVWfWegecpqcw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9753311,-122.0251066,Santa Cruz,Santa Cruz,,(831) 600-8053,https://www.yosowellness.com/,,,45-60 minutes,Monday: 9:30 AM – 5:00 PM; Tuesday: 9:30 AM – 7:00 PM; Wednesday: 9:30 AM – 7:00 PM; Thursday: 9:30 AM – 7:00 PM; Friday: 9:30 AM – 5:00 PM; Saturday: 9:30 AM – 5:00 PM; Sunday: Closed,,,"wellness,health,fitness,self-care,spa,relaxation,pampering,beauty,treatments,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Weekday afternoons,,,false,false,,false,4.8,129,"Yoso Wellness Spa - Spa in Santa Cruz, Santa Cruz. Professional wellness services.","spa, wellness, santa cruz, santa cruz, fitness, health",yoso-wellness-spa,Published,Google Places,,,1-on-1 sessions,true,year-round
lilah-rose-massage,Lilah Rose Massage,Lilah Rose Massage offers professional massage therapy in Santa Cruz. Reasonably priced massage services.,,Massage,80,Indoor,"Tree of Life Healing Arts Center, 632 Frederick St, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2e61Bllo_zbb1WtZU4tFQ8rKqbslIEEL8T3YE_5tYd2OQUbD_MBPvH1v9Pdj5-PrdYZ-l_tPDvWziwPPj_wvJG_a5m8G6DeBzzfEiDJo7qCR3N075wM7EWKzUr922YODli7mgGXXxLNjlRBAr1o_X8z2VFivhX5rScFVt4yQGyor3aA_xtObyfnGZbZdHPOqQYvcAALIdEDom7eebShuSinsrzFfdNL6jgCz3pS5rxpx5XkIBNFJ-N-tHFMuL_7coKhGHT1A4Upqbs6K70x1AhU5Ev7vbSnQHUo_FZeUPE_TA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9803675,-122.0041898,Santa Cruz,Santa Cruz,,(831) 428-2898,https://lilahrosemassage.com/,,,60-90 minutes,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,55,"Lilah Rose Massage - Massage in Santa Cruz, Santa Cruz. Professional wellness services.","massage, wellness, santa cruz, santa cruz, fitness, health",lilah-rose-massage,Published,Google Places,,,1-on-1 sessions,true,year-round
yvonne-horner-cmt,"Yvonne Horner, CMT","Yvonne Horner, CMT is a wellness facility in Soquel, Santa Cruz.",,Wellness Center,30,Indoor,"526 Soquel Ave # D, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cehnrdu13Ng5s0rNRXLstDo5Zp5vChHWqebLsnEFXHI25TprtUChPNCU6UHgfEszGL9G9rr4E4HUaBGw2aDUyIYO8GV6yMMLUdCYzQuk4-FooinXhGwJzJAa_3wScBspLXfFb5s1Pi6dP7MDiQvO8F6Lgi_jLDLRXC9INTwclm5y2TPWrWSK2CfryNfaN_YU5PAbXZXsudXWGo2uRIfOeO2ZJkQg8f6QEhYfoDQxqmgN41_w8BCNV0rwfgcBPkf2ST7ybBHZxjPr-P-J-iZsyyyDBNi68X6AyaqI56-IAhmA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9756607,-122.0171309,Soquel,Santa Cruz,,(925) 640-5174,http://www.yvonnehornercmt.com/,,,45-60 minutes,,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,115,"Yvonne Horner, CMT - Wellness Center in Soquel, Santa Cruz. Professional wellness services.","wellness center, wellness, soquel, santa cruz, fitness, health",yvonne-horner-cmt,Published,Google Places,,,1-on-1 sessions,false,year-round
santa-cruz-balance-massage,Santa Cruz Balance Massage,Santa Cruz Balance Massage offers professional massage therapy in Santa Cruz. Reasonably priced massage services.,,Massage,80,Indoor,"200 Washington St UNIT 105, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eW3AwJGJPvgNIKSoRczUf_16GFP8KE1KcvdlrURE8dDunRBHb5ZkBWO0cDwzE65HYCQIfmAP6xvUrZiAwhgvYOOfXZM9Iwbeprq6gQ9O30ml5Ds3qukzAP-lZywA7hNmFtGIZgUrXP4EzW8bFelkSnRJ6vBBuDv-4EMw58b_nG67HQNHP64t2pItg0zlbHebCJuyN9tcLL7dZexGNDMkmLH4Fz_aX0Fc94Bf3A0z2Y7pR-g9jmT4EljBDb3pVRyWoSapKIx5lA2aExjqpmaQViu8FoTCzXf07Blxh0t-DM-A&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9664919,-122.027561,Santa Cruz,Santa Cruz,,(831) 818-0230,https://santacruz.massagetherapy.com/,,,60-90 minutes,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,4.6,17,"Santa Cruz Balance Massage - Massage in Santa Cruz, Santa Cruz. By-appointment office for traditional methods like Swedish, deep tissue & myofascial release.","massage, wellness, santa cruz, santa cruz, fitness, health",santa-cruz-balance-massage,Published,Google Places,,,1-on-1 sessions,true,year-round
meghan-robinson-therapeutic-bodywork,Meghan Robinson Therapeutic Bodywork,Meghan Robinson Therapeutic Bodywork offers professional massage therapy in Westside. Reasonably priced massage services.,,Massage,80,Indoor,"3333 Mission Dr, Santa Cruz, CA 95065, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fBj78fZkqTLUbBwwpTldzM06MQ-0oPkCJCc-5Delfl_1R75RTlec_hiSdhckNX_tP8CyFCsFhbiHR95YP78zyWWhrZhftgCChYzncYUBBoZY5Ujn07nPtaC2nMZsLjJ0NISfziVfMUVePcuuCOaFH7prAUUQiLrHhOTWU0VsNNv_U3icOvwCLAnevRnlqU8pHkIIz74PLOPyW65GEehYvG2USQGlREV80l6EUZPBbM8V4soX0maWWRIq5wLJ9VRin343cHgV3y3FfwYuuMpXplMpSLCa5fNe7pDkJHHbAvfw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9915413,-121.980545,Westside,Santa Cruz,,(831) 331-8881,http://meghanrobinsontherapies.com/,,,60-90 minutes,Monday: 1:00 – 7:30 PM; Tuesday: Closed; Wednesday: 10:00 AM – 4:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: Closed; Sunday: 10:00 AM – 4:00 PM,,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,21,"Meghan Robinson Therapeutic Bodywork - Massage in Westside, Santa Cruz. Professional wellness services.","massage, wellness, westside, santa cruz, fitness, health",meghan-robinson-therapeutic-bodywork,Published,Google Places,,,1-on-1 sessions,true,year-round
always-live-joy-massage-and-craniosacral-therapy,Always Live Joy Massage and CranioSacral Therapy,Always Live Joy Massage and CranioSacral Therapy offers professional massage therapy in Santa Cruz. Reasonably priced massage services.,,Massage,80,Indoor,"720 River St Ste. 3, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cl1Z-NAdJhyvhjRou8GVLfoGo6NY-m2g0oeevKJfEMzpdEzhRAP6sfl-MNQrMh6CzyYD_QWlMVmuuBnJIIaCAVn5l1HqTs22an0EApY-6aOshLBR-_iUQaW2EeVALW-UdplJSIFXlNWeHvuXluc_aW9FeqK6P3axFadG81noTfdKe5OgHvx4vs9mAu2l-6qsXQb5ZED68RrWb743-GZUO14x7fhTWXBbOybFCKTvEXLZoRXDAtVZZlMuuqAaQ1VF9uoZBRmk7rWsNJj_aK6UGMIuoijYC51j7yk6Xm5n7-lw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9839421,-122.029214,Santa Cruz,Santa Cruz,,(503) 860-3239,http://alwayslivejoy.com/,,,60-90 minutes,"Monday: Closed; Tuesday: 11:00 AM – 5:00 PM; Wednesday: 11:00 AM – 6:30 PM; Thursday: 11:00 AM – 1:00 PM, 3:30 – 6:30 PM; Friday: 11:00 AM – 6:30 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed",,,"wellness,health,fitness,self-care,massage,relaxation,stress-relief,bodywork,therapeutic,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,4.9,34,"Always Live Joy Massage and CranioSacral Therapy - Massage in Santa Cruz, Santa Cruz. Professional wellness services.","massage, wellness, santa cruz, santa cruz, fitness, health",always-live-joy-massage-and-craniosacral-therapy,Published,Google Places,,,1-on-1 sessions,true,year-round
